number,stability,foldingPattern
185,-2.0,"['0', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y']"
186,0.0,"['0', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y']"
187,0.0,"['0', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '-Y']"
188,0.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '+X']"
189,0.0,"['0', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X']"
190,0.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '+X', '-Y']"
191,0.0,"['0', '-X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y']"
192,-2.0,"['0', '+X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y']"
193,0.0,"['0', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+X', '-Y']"
194,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X']"
195,0.0,"['0', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y']"
196,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X']"
197,-1.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '-Y', '-X', '-X']"
198,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X']"
199,0.0,"['0', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y']"
200,-1.0,"['0', '-X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X']"
201,0.0,"['0', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '+Y']"
202,0.0,"['0', '+X', '+X', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y']"
203,-1.0,"['0', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X']"
204,-1.0,"['0', '-X', '-X', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '-X']"
205,-1.0,"['0', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+X']"
206,-1.0,"['0', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y']"
207,0.0,"['0', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '-X']"
208,0.0,"['0', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y']"
209,0.0,"['0', '-X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-X']"
210,-1.0,"['0', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X']"
211,-1.0,"['0', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X']"
212,-1.0,"['0', '-X', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y']"
213,-2.0,"['0', '+X', '-Y', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X']"
214,0.0,"['0', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '+Y']"
215,-3.0,"['0', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X']"
216,-2.0,"['0', '-X', '+Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-X']"
217,0.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '+X']"
218,-2.0,"['0', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '+Y']"
219,-1.0,"['0', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y']"
220,-1.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X']"
221,0.0,"['0', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '-X', '-X', '-X']"
222,0.0,"['0', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y']"
223,0.0,"['0', '+X', '+X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X']"
224,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-X']"
225,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X']"
226,-1.0,"['0', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+X']"
227,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-Y']"
228,-1.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '-X']"
229,-2.0,"['0', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+X', '+X', '-Y']"
230,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-Y']"
231,-1.0,"['0', '-X', '+Y', '+X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+Y']"
232,0.0,"['0', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y']"
233,-2.0,"['0', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y']"
234,0.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X']"
235,-1.0,"['0', '+X', '+X', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+Y']"
236,-2.0,"['0', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y']"
237,0.0,"['0', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-Y']"
238,-1.0,"['0', '+X', '+X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+X']"
239,0.0,"['0', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X']"
240,-1.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+X']"
241,0.0,"['0', '+X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X', '+Y']"
242,0.0,"['0', '-Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '+X']"
243,-1.0,"['0', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+X', '+X']"
244,-2.0,"['0', '-X', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '+X']"
245,-2.0,"['0', '+Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '-Y', '-X']"
246,0.0,"['0', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y']"
247,0.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y']"
248,-1.0,"['0', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+Y']"
249,0.0,"['0', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+X']"
250,-1.0,"['0', '+X', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y', '-X']"
251,0.0,"['0', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X']"
252,0.0,"['0', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y']"
253,-1.0,"['0', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X']"
254,-1.0,"['0', '-Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y']"
255,0.0,"['0', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X']"
256,0.0,"['0', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y']"
257,-2.0,"['0', '-Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+X']"
258,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-Y']"
259,0.0,"['0', '-X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X']"
260,-1.0,"['0', '-Y', '-X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X']"
261,0.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y']"
262,0.0,"['0', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X']"
263,-1.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y']"
264,-3.0,"['0', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '-Y']"
265,-1.0,"['0', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X']"
266,-1.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+X']"
267,-1.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+X', '-Y']"
268,-1.0,"['0', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '-X']"
269,0.0,"['0', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X', '-Y']"
270,0.0,"['0', '-X', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-X']"
271,-1.0,"['0', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X']"
272,0.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-Y']"
273,0.0,"['0', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X']"
274,-1.0,"['0', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X']"
275,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-Y']"
276,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '-X']"
277,-1.0,"['0', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y']"
278,-2.0,"['0', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X']"
279,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '+X']"
280,0.0,"['0', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '-X']"
281,-1.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '+X', '+X', '+Y']"
282,0.0,"['0', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X']"
283,-1.0,"['0', '+X', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-Y']"
284,-4.0,"['0', '-Y', '-X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '-X']"
285,-2.0,"['0', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '-X']"
286,-1.0,"['0', '+Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X']"
287,-1.0,"['0', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '+Y']"
288,-1.0,"['0', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X']"
289,0.0,"['0', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X']"
290,0.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+X']"
291,-1.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y']"
292,-3.0,"['0', '-X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y']"
293,-3.0,"['0', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X']"
294,-1.0,"['0', '-X', '+Y', '+X', '+X', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X']"
295,0.0,"['0', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y']"
296,-1.0,"['0', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+X']"
297,-2.0,"['0', '-X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y']"
298,-1.0,"['0', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y']"
299,-1.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '-X']"
300,-1.0,"['0', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+X', '+X', '+Y', '+Y', '-X']"
301,0.0,"['0', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y']"
302,-1.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '+X', '+X']"
303,0.0,"['0', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X']"
304,0.0,"['0', '-Y', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X']"
305,-1.0,"['0', '-Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X']"
306,0.0,"['0', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X']"
307,-1.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X']"
308,-1.0,"['0', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '-Y']"
309,-4.0,"['0', '+X', '+X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X']"
310,0.0,"['0', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y']"
311,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y']"
312,-1.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-Y']"
313,-2.0,"['0', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y']"
314,-1.0,"['0', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y']"
315,0.0,"['0', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y']"
316,0.0,"['0', '+Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y']"
317,-3.0,"['0', '-X', '+Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y']"
318,0.0,"['0', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+Y']"
319,-1.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y']"
320,-1.0,"['0', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y']"
321,0.0,"['0', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y']"
322,-1.0,"['0', '+X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '+Y']"
323,0.0,"['0', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y']"
324,0.0,"['0', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y']"
325,-2.0,"['0', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-X', '+Y']"
326,-1.0,"['0', '+Y', '+Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X', '+Y']"
327,-2.0,"['0', '-Y', '-X', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X']"
328,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-X']"
329,0.0,"['0', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X']"
330,0.0,"['0', '-Y', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '-X']"
331,-1.0,"['0', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X']"
332,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '+Y']"
333,0.0,"['0', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y']"
334,-1.0,"['0', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X', '+Y', '-X', '+Y']"
335,0.0,"['0', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X']"
336,0.0,"['0', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y']"
337,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y', '-X', '-Y']"
338,-3.0,"['0', '-Y', '-X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y']"
339,-1.0,"['0', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y']"
340,0.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y']"
341,-1.0,"['0', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+X', '+Y']"
342,0.0,"['0', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '+Y']"
343,-2.0,"['0', '+X', '+X', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X']"
344,-1.0,"['0', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X']"
345,0.0,"['0', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X']"
346,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X']"
347,0.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X', '+X', '+X', '+X']"
348,0.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X']"
349,-1.0,"['0', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X']"
350,-1.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+Y']"
351,-1.0,"['0', '+Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+X']"
352,-2.0,"['0', '-X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y']"
353,0.0,"['0', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-Y']"
354,-1.0,"['0', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X', '-Y', '+X']"
355,-1.0,"['0', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+X']"
356,0.0,"['0', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X']"
357,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y']"
358,0.0,"['0', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y']"
359,0.0,"['0', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y']"
360,-2.0,"['0', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y']"
361,0.0,"['0', '-Y', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X']"
362,0.0,"['0', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '+X', '+X']"
363,-1.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-X', '-X', '+Y']"
364,0.0,"['0', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+X']"
365,-2.0,"['0', '+Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '-X', '+Y', '+Y']"
366,-3.0,"['0', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '-X']"
367,-2.0,"['0', '+Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '-Y']"
368,-3.0,"['0', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+X', '+X']"
369,0.0,"['0', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '+X']"
