number,stability,foldingPattern
554,0.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y']"
555,-2.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y']"
556,0.0,"['0', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y']"
557,0.0,"['0', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X']"
558,-2.0,"['0', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+Y', '-X']"
559,-1.0,"['0', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y']"
560,0.0,"['0', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X']"
561,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '-X']"
562,-1.0,"['0', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+X', '-Y']"
563,-2.0,"['0', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+X']"
564,-4.0,"['0', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '+X', '+Y']"
565,0.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y']"
566,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y']"
567,-2.0,"['0', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X']"
568,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y', '+X', '+X', '-Y', '-X']"
569,-1.0,"['0', '-X', '+Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '-X', '-X']"
570,-1.0,"['0', '-X', '-Y', '-X', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y']"
571,-1.0,"['0', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X']"
572,-2.0,"['0', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y']"
573,-1.0,"['0', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '-Y']"
574,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X']"
575,0.0,"['0', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '+Y']"
576,-2.0,"['0', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '-X']"
577,0.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y']"
578,0.0,"['0', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '+X']"
579,-2.0,"['0', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+Y', '-X']"
580,-1.0,"['0', '-X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y']"
581,-1.0,"['0', '+X', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-Y']"
582,0.0,"['0', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y']"
583,-1.0,"['0', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+X']"
584,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X']"
585,-1.0,"['0', '+Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y']"
586,-3.0,"['0', '-X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X']"
587,0.0,"['0', '+X', '+X', '+Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X']"
588,0.0,"['0', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '+Y', '+X']"
589,-1.0,"['0', '+X', '+X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y']"
590,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X']"
591,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-Y']"
592,-1.0,"['0', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+X', '+Y']"
593,0.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '+Y', '+Y']"
594,-1.0,"['0', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '+X']"
595,0.0,"['0', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+Y']"
596,0.0,"['0', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X']"
597,-2.0,"['0', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y']"
598,-2.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X']"
599,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y']"
600,0.0,"['0', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+Y', '-X']"
601,0.0,"['0', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y']"
602,-1.0,"['0', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y']"
603,-1.0,"['0', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y']"
604,-1.0,"['0', '-X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '+Y']"
605,-2.0,"['0', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-X']"
606,-1.0,"['0', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X']"
607,-1.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '+X']"
608,0.0,"['0', '+X', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '-X']"
609,0.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+X']"
610,0.0,"['0', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '-Y']"
611,0.0,"['0', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X']"
612,-1.0,"['0', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y']"
613,0.0,"['0', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '-X', '-X', '-X']"
614,-2.0,"['0', '+X', '+X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y']"
615,-1.0,"['0', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y', '-X']"
616,-2.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X']"
617,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X']"
618,-1.0,"['0', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '+Y']"
619,0.0,"['0', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X']"
620,0.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X']"
621,0.0,"['0', '-Y', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-Y']"
622,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '-Y']"
623,-2.0,"['0', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-X']"
624,-1.0,"['0', '-X', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y']"
625,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-X']"
626,-2.0,"['0', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-X']"
627,0.0,"['0', '+X', '+X', '-Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '+X']"
628,-2.0,"['0', '-X', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '+X', '+X']"
629,0.0,"['0', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y']"
630,-1.0,"['0', '+X', '+Y', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-Y']"
631,-3.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y']"
632,0.0,"['0', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '+X']"
633,-1.0,"['0', '-X', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-X']"
634,-1.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y']"
635,0.0,"['0', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X']"
636,0.0,"['0', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y']"
637,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '+X', '+Y']"
638,-3.0,"['0', '+X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y']"
639,0.0,"['0', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+Y']"
640,0.0,"['0', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X']"
641,-1.0,"['0', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y']"
642,-1.0,"['0', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X']"
643,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '+X']"
644,-1.0,"['0', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '-Y']"
645,-1.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y']"
646,0.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y']"
647,-2.0,"['0', '-X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y']"
648,0.0,"['0', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X']"
649,-1.0,"['0', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X']"
650,0.0,"['0', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X']"
651,0.0,"['0', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '-X']"
652,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '-Y']"
653,-3.0,"['0', '+X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+Y']"
654,-5.0,"['0', '+X', '+X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X']"
655,-1.0,"['0', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y']"
656,-1.0,"['0', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y']"
657,-1.0,"['0', '-X', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y']"
658,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+X']"
659,-2.0,"['0', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X', '-Y']"
660,-1.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-Y']"
661,-2.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '+Y', '-X', '-Y']"
662,-1.0,"['0', '-Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '-Y']"
663,-1.0,"['0', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X']"
664,0.0,"['0', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y']"
665,0.0,"['0', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '-X']"
666,-1.0,"['0', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+X']"
667,-2.0,"['0', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+X']"
668,-6.0,"['0', '+X', '-Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X']"
669,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-Y', '+X']"
670,-1.0,"['0', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X']"
671,-4.0,"['0', '+Y', '+X', '+Y', '-X', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '-X', '-X', '-X']"
672,-1.0,"['0', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-X']"
673,0.0,"['0', '-Y', '+X', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y']"
674,0.0,"['0', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y']"
675,0.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X']"
676,0.0,"['0', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y']"
677,-1.0,"['0', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+Y']"
678,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y']"
679,-1.0,"['0', '+X', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '+Y']"
680,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y']"
681,-3.0,"['0', '+Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X']"
682,-1.0,"['0', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y']"
683,-2.0,"['0', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X']"
684,-2.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X']"
685,0.0,"['0', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X']"
686,0.0,"['0', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y']"
687,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-X']"
688,-1.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '+X']"
689,0.0,"['0', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '-X']"
690,0.0,"['0', '-Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X']"
691,0.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+X']"
692,0.0,"['0', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '-Y']"
693,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X']"
694,-1.0,"['0', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+Y']"
695,-2.0,"['0', '+X', '+X', '+Y', '-X', '-X', '-X', '+Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X']"
696,-1.0,"['0', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X']"
697,0.0,"['0', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X']"
698,0.0,"['0', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y']"
699,0.0,"['0', '-Y', '+X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '-X']"
700,-1.0,"['0', '+X', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '-Y']"
701,-1.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X']"
702,-1.0,"['0', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y']"
703,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-X']"
704,-1.0,"['0', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X']"
705,0.0,"['0', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y']"
706,0.0,"['0', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-X']"
707,-1.0,"['0', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y']"
708,0.0,"['0', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '-X', '-Y', '-X', '-Y']"
709,-1.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+Y']"
710,-1.0,"['0', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X']"
711,0.0,"['0', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+Y', '+Y']"
712,-1.0,"['0', '-X', '-X', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y']"
713,-2.0,"['0', '-X', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X']"
714,0.0,"['0', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X']"
715,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+Y']"
716,0.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '-Y']"
717,-1.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '+X']"
718,0.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y']"
719,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y']"
720,-3.0,"['0', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '-X']"
721,0.0,"['0', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X']"
722,-2.0,"['0', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X']"
723,-1.0,"['0', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '-X', '-X', '-X', '-X']"
724,0.0,"['0', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X']"
725,-1.0,"['0', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '-X']"
726,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X']"
727,0.0,"['0', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y']"
728,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-Y']"
729,-1.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+X', '-Y', '-X', '+Y']"
730,0.0,"['0', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y']"
731,-1.0,"['0', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y']"
732,0.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y']"
733,-2.0,"['0', '+X', '+Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X']"
734,0.0,"['0', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-X']"
735,-3.0,"['0', '+Y', '-X', '-Y', '-X', '-X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-Y']"
736,-2.0,"['0', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y']"
737,0.0,"['0', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y']"
738,-1.0,"['0', '-X', '-X', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X']"
