number,stability,foldingPattern
391,0.0,"['0', '+X', '+X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+X']"
392,0.0,"['0', '+X', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '+Y']"
393,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X']"
394,-1.0,"['0', '+X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y']"
395,-1.0,"['0', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y']"
396,0.0,"['0', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '+X']"
397,0.0,"['0', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y']"
398,0.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y']"
399,-3.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X']"
400,-1.0,"['0', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-Y', '+X']"
401,0.0,"['0', '+X', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y']"
402,0.0,"['0', '-X', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y']"
403,-1.0,"['0', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y']"
404,-1.0,"['0', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y']"
405,-1.0,"['0', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '-X', '-X']"
406,-1.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y']"
407,-2.0,"['0', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y']"
408,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X']"
409,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X']"
410,0.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y']"
411,0.0,"['0', '-Y', '+X', '+X', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X']"
412,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X']"
413,0.0,"['0', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y']"
414,-1.0,"['0', '-X', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X']"
415,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '+Y', '-X']"
416,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X']"
417,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y']"
418,-2.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X']"
419,0.0,"['0', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '+X']"
420,0.0,"['0', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y']"
421,0.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y']"
422,-1.0,"['0', '+X', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '-Y']"
423,0.0,"['0', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X', '+Y']"
424,0.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y']"
425,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-X']"
426,0.0,"['0', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-X']"
427,-1.0,"['0', '-X', '-X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+X']"
428,0.0,"['0', '-Y', '+X', '+X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X']"
429,-1.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '-X']"
430,0.0,"['0', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '-X']"
431,0.0,"['0', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-X', '-Y', '+X']"
432,0.0,"['0', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '-X']"
433,0.0,"['0', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-X']"
434,-1.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '-Y', '+X']"
435,0.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-X']"
436,0.0,"['0', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y']"
437,0.0,"['0', '+X', '+X', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X']"
438,0.0,"['0', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '-Y']"
439,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X']"
440,0.0,"['0', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '+X']"
441,-1.0,"['0', '+X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+Y', '-X']"
442,0.0,"['0', '-Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y']"
443,-1.0,"['0', '+X', '+X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-Y']"
444,-1.0,"['0', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '-Y']"
445,0.0,"['0', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X']"
446,0.0,"['0', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '+Y']"
447,0.0,"['0', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '-X']"
448,-1.0,"['0', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-X']"
449,-2.0,"['0', '+X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-X', '-X']"
450,0.0,"['0', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X']"
451,0.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X']"
452,0.0,"['0', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y']"
453,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+Y']"
454,0.0,"['0', '-Y', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y']"
455,-1.0,"['0', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y']"
456,0.0,"['0', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X', '-Y']"
457,-1.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X']"
458,0.0,"['0', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '-X']"
459,0.0,"['0', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y']"
460,0.0,"['0', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X']"
461,-1.0,"['0', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X']"
462,0.0,"['0', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+X']"
463,-1.0,"['0', '-X', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X']"
464,0.0,"['0', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y']"
465,0.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y']"
466,0.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y']"
467,-1.0,"['0', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X', '+Y', '+X', '+Y', '+Y']"
468,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y']"
469,0.0,"['0', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '+X']"
470,-1.0,"['0', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '+X']"
471,-1.0,"['0', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '-Y']"
472,-1.0,"['0', '+Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+X']"
473,-1.0,"['0', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y']"
474,0.0,"['0', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+X']"
475,-1.0,"['0', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+X']"
476,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+X']"
477,0.0,"['0', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '-Y', '-X']"
478,-1.0,"['0', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y']"
479,0.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y']"
480,0.0,"['0', '+X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X']"
481,0.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y']"
482,-1.0,"['0', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '-X']"
483,0.0,"['0', '-X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y']"
484,-1.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+Y']"
485,0.0,"['0', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '+Y', '+X']"
486,-1.0,"['0', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+X']"
487,0.0,"['0', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y']"
488,0.0,"['0', '+Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X']"
489,-1.0,"['0', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '-Y', '-X']"
490,0.0,"['0', '+X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '-Y']"
491,-1.0,"['0', '-Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-Y']"
492,0.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X']"
493,0.0,"['0', '+Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y']"
494,0.0,"['0', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X']"
495,0.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-X', '+Y']"
496,0.0,"['0', '-X', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X']"
497,-1.0,"['0', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '-Y']"
498,0.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y']"
499,0.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '+X', '-Y', '-X', '-X']"
500,0.0,"['0', '+X', '+X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '+X', '-Y']"
501,0.0,"['0', '+Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-X']"
502,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X']"
503,0.0,"['0', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y']"
504,0.0,"['0', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X']"
505,0.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y']"
506,0.0,"['0', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-X']"
507,-1.0,"['0', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y']"
508,0.0,"['0', '-Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X']"
509,0.0,"['0', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '-Y', '+X', '+X', '+X']"
510,-1.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '-X']"
511,0.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X']"
512,-1.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X']"
513,-2.0,"['0', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '+X']"
514,0.0,"['0', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X']"
515,-1.0,"['0', '+X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X']"
516,0.0,"['0', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '+X']"
517,0.0,"['0', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y']"
518,0.0,"['0', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+X']"
519,0.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-X']"
520,0.0,"['0', '-Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y']"
