number,stability,foldingPattern
130,-1.0,"['0', '-Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y']"
131,0.0,"['0', '+X', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-X']"
132,0.0,"['0', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X']"
133,0.0,"['0', '+Y', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '+X']"
134,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+Y', '-X']"
135,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y', '+Y']"
136,-1.0,"['0', '+X', '+X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+X']"
137,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+Y', '-X']"
138,-1.0,"['0', '-Y', '+X', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y']"
139,0.0,"['0', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-Y']"
140,0.0,"['0', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X']"
141,-1.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X']"
142,0.0,"['0', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X']"
143,-1.0,"['0', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y']"
144,0.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y']"
145,-1.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X']"
146,-1.0,"['0', '+X', '+X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-X']"
147,0.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y']"
148,-1.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X']"
149,-1.0,"['0', '+X', '+X', '-Y', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X', '+Y']"
150,0.0,"['0', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+X', '-Y']"
151,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y']"
152,0.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '+Y']"
153,-1.0,"['0', '+X', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X']"
154,0.0,"['0', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y']"
155,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X']"
156,0.0,"['0', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '-X']"
157,-1.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '-X', '-X']"
158,0.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X']"
159,-1.0,"['0', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '-X']"
160,0.0,"['0', '-Y', '-Y', '-X', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '+Y', '+X']"
161,0.0,"['0', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-X']"
162,-2.0,"['0', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-X', '-Y']"
163,0.0,"['0', '+Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y']"
164,0.0,"['0', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X']"
165,0.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y']"
166,0.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '+Y', '-X', '-X']"
167,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X']"
168,-2.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y']"
169,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y']"
170,-1.0,"['0', '+Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X']"
171,0.0,"['0', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '+Y']"
172,0.0,"['0', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-X', '-X']"
173,0.0,"['0', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y']"
174,0.0,"['0', '-X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y']"
175,0.0,"['0', '+X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '+Y', '+X', '+X', '-Y']"
176,-1.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X']"
177,0.0,"['0', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-X']"
178,0.0,"['0', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+X']"
179,0.0,"['0', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X']"
180,-1.0,"['0', '-X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y']"
181,-2.0,"['0', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X']"
182,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-X']"
183,0.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '+Y']"
184,0.0,"['0', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y']"
185,0.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '+Y']"
186,0.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y']"
187,-1.0,"['0', '+X', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y']"
188,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y']"
189,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X']"
190,-1.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-X']"
191,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '-X']"
192,0.0,"['0', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y']"
193,0.0,"['0', '+Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X']"
194,-1.0,"['0', '+X', '+X', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '-X']"
195,-1.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y']"
196,0.0,"['0', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X']"
197,0.0,"['0', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y']"
198,0.0,"['0', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X']"
199,-1.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+X', '-Y', '-Y', '+X', '-Y']"
200,0.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X']"
201,-1.0,"['0', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y']"
202,0.0,"['0', '+X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '+Y']"
203,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X']"
204,-1.0,"['0', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y']"
205,-1.0,"['0', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y']"
206,-1.0,"['0', '-Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-X']"
207,0.0,"['0', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y']"
208,0.0,"['0', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X']"
209,0.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X']"
210,0.0,"['0', '-X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X']"
211,0.0,"['0', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+X']"
212,-1.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '-X']"
213,0.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X']"
214,0.0,"['0', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '-X']"
215,-1.0,"['0', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-X']"
216,0.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '-X']"
217,0.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '-X']"
218,0.0,"['0', '-X', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-Y']"
219,0.0,"['0', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X']"
220,-1.0,"['0', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X']"
221,-1.0,"['0', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X']"
222,0.0,"['0', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y']"
223,0.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X']"
224,0.0,"['0', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-X']"
225,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '+X']"
226,-1.0,"['0', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-X', '-X', '-Y', '+X']"
227,-1.0,"['0', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+Y']"
228,0.0,"['0', '+Y', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X']"
229,0.0,"['0', '-Y', '+X', '+X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X']"
230,-1.0,"['0', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '-X', '-Y']"
231,0.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+Y']"
232,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '-Y']"
233,-1.0,"['0', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-Y']"
234,0.0,"['0', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X']"
235,-1.0,"['0', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-X', '+Y']"
236,-3.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X']"
237,0.0,"['0', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y']"
238,0.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+Y']"
239,0.0,"['0', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y']"
240,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+Y']"
241,0.0,"['0', '-Y', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X']"
242,0.0,"['0', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X']"
243,0.0,"['0', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '+Y']"
244,0.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-X']"
245,0.0,"['0', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '-Y']"
246,0.0,"['0', '+X', '+X', '+X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X']"
247,0.0,"['0', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+X']"
248,0.0,"['0', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X']"
249,0.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y']"
250,-2.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y']"
251,0.0,"['0', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '+X']"
252,0.0,"['0', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+Y']"
253,0.0,"['0', '-Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y']"
254,0.0,"['0', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X']"
255,0.0,"['0', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+X']"
256,0.0,"['0', '+X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X']"
257,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X', '-Y']"
258,-1.0,"['0', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y']"
259,-3.0,"['0', '-X', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+X']"
